text,label_binary,label_original,dataset_name,norm_key,dedup_key
লোকেরা বলে আমি এমন আচরণ করি যে আমি যত্ন করি না।এটি কোনও কাজ নয়।,1,1.0,banglasarc,লোকেরা বলে আমি এমন আচরণ করি যে আমি যত্ন করি না।এটি কোনও কাজ নয়।,লোকেরা বলে আমি এমন আচরণ করি যে আমি যত্ন করি না।এটি কোনও কাজ নয়।
দুঃখিত ... আপনার সাথে দেখা হয়েছে।,1,1.0,banglasarc,দুঃখিত ... আপনার সাথে দেখা হয়েছে।,দুঃখিত ... আপনার সাথে দেখা হয়েছে।
মদ বেশি খেয়ে ফেলছে! নাস্তিকের ঘরে নাস্তিক,0,0.0,banglasarc,মদ বেশি খেয়ে ফেলছে! নাস্তিকের ঘরে নাস্তিক,মদ বেশি খেয়ে ফেলছে! নাস্তিকের ঘরে নাস্তিক
"আমি ""সত্যই মিষ্টি"" এবং ""আমার সাথে গণ্ডগোল করবেন না"" এর একটি বিজোড় সংমিশ্রণ।",1,1.0,banglasarc,"আমি ""সত্যই মিষ্টি"" এবং ""আমার সাথে গণ্ডগোল করবেন না"" এর একটি বিজোড় সংমিশ্রণ।","আমি ""সত্যই মিষ্টি"" এবং ""আমার সাথে গণ্ডগোল করবেন না"" এর একটি বিজোড় সংমিশ্রণ।"
মা প্রকৃতি দুর্দান্ত।তিনি আমাদের বাচ্চাদের কিশোর -কিশোরীদের মধ্যে পরিণত করার আগে তাদের প্রতি ভালবাসা বিকাশের জন্য বারো বছর সময় দেন।,1,1.0,banglasarc,মা প্রকৃতি দুর্দান্ত।তিনি আমাদের বাচ্চাদের কিশোর -কিশোরীদের মধ্যে পরিণত করার আগে তাদের প্রতি ভালবাসা বিকাশের জন্য বারো বছর সময় দেন।,মা প্রকৃতি দুর্দান্ত।তিনি আমাদের বাচ্চাদের কিশোর -কিশোরীদের মধ্যে পরিণত করার আগে তাদের প্রতি ভালবাসা বিকাশের জন্য বারো বছর সময় দেন।
"“লোকেরা মনে করে আমি তাদের প্রস্রাব করার জন্য আমার পথ থেকে বেরিয়ে যাই।আমাকে বিশ্বাস করুন, এটি আমার পথ থেকে একেবারেই বাইরে নয়। """,1,1.0,banglasarc,"“লোকেরা মনে করে আমি তাদের প্রস্রাব করার জন্য আমার পথ থেকে বেরিয়ে যাই।আমাকে বিশ্বাস করুন, এটি আমার পথ থেকে একেবারেই বাইরে নয়। ""","“লোকেরা মনে করে আমি তাদের প্রস্রাব করার জন্য আমার পথ থেকে বেরিয়ে যাই।আমাকে বিশ্বাস করুন, এটি আমার পথ থেকে একেবারেই বাইরে নয়। """
ভারতের উগ্র হিন্দুত্ববাদ এবং মুসলিমবিদ্বেষ অবশ্যই পরিহার করতে হবে।,0,0.0,banglasarc,ভারতের উগ্র হিন্দুত্ববাদ এবং মুসলিমবিদ্বেষ অবশ্যই পরিহার করতে হবে।,ভারতের উগ্র হিন্দুত্ববাদ এবং মুসলিমবিদ্বেষ অবশ্যই পরিহার করতে হবে।
"যখন দু'জন অহংকারের সাথে দেখা হয়, এটি আমি একটি i এর জন্য",1,1.0,banglasarc,"যখন দু'জন অহংকারের সাথে দেখা হয়, এটি আমি একটি i এর জন্য","যখন দু'জন অহংকারের সাথে দেখা হয়, এটি আমি একটি i এর জন্য"
খুব মহৎ কাজ❤❤❤,0,0.0,banglasarc,খুব মহৎ কাজ❤❤❤,খুব মহৎ কাজ❤❤❤
দুই হাজার মানুষের ইফতারের জন্য আস্ত গরু দিয়ে তেহারি রান্না করার সম্পূর্ণ প্রক্রিয়া এবং তার রেসিপি।,0,0.0,banglasarc,দুই হাজার মানুষের ইফতারের জন্য আস্ত গরু দিয়ে তেহারি রান্না করার সম্পূর্ণ প্রক্রিয়া এবং তার রেসিপি।,দুই হাজার মানুষের ইফতারের জন্য আস্ত গরু দিয়ে তেহারি রান্না করার সম্পূর্ণ প্রক্রিয়া এবং তার রেসিপি।
"এটা ঠিক হয় নি,একটা দুইটা গাছের জন্য সাধারণ কৃষককে কারাগারে যেতে হবে খুবই দুঃখ জনক,এটা নিয়ে এখন ভাবতে হবে, রংপুরে যেভাবে তামাক চাষ হয়,এভাবে এটা চাষ করে অনেক অর্থ ও রপ্তানি করা যায়😄",0,0.0,banglasarc,"এটা ঠিক হয় নি,একটা দুইটা গাছের জন্য সাধারণ কৃষককে কারাগারে যেতে হবে খুবই দুঃখ জনক,এটা নিয়ে এখন ভাবতে হবে, রংপুরে যেভাবে তামাক চাষ হয়,এভাবে এটা চাষ করে অনেক অর্থ ও রপ্তানি করা যায়😄","এটা ঠিক হয় নি,একটা দুইটা গাছের জন্য সাধারণ কৃষককে কারাগারে যেতে হবে খুবই দুঃখ জনক,এটা নিয়ে এখন ভাবতে হবে, রংপুরে যেভাবে তামাক চাষ হয়,এভাবে এটা চাষ করে অনেক অর্থ ও রপ্তানি করা যায়😄"
এটি একটি সুন্দর পোষাক।খুব খারাপ আপনি এটি আপনার আকারে খুঁজে পেতে পারেন নি।,1,1.0,banglasarc,এটি একটি সুন্দর পোষাক।খুব খারাপ আপনি এটি আপনার আকারে খুঁজে পেতে পারেন নি।,এটি একটি সুন্দর পোষাক।খুব খারাপ আপনি এটি আপনার আকারে খুঁজে পেতে পারেন নি।
আপনাদের নিউজ করার মত আর কিছু আছে?,0,0.0,banglasarc,আপনাদের নিউজ করার মত আর কিছু আছে?,আপনাদের নিউজ করার মত আর কিছু আছে?
আমি প্রথম দুই লাইন পড়ে অজ্ঞান হইতে নিছিলাম,0,0.0,banglasarc,আমি প্রথম দুই লাইন পড়ে অজ্ঞান হইতে নিছিলাম,আমি প্রথম দুই লাইন পড়ে অজ্ঞান হইতে নিছিলাম
"আলহামদুলিল্লাহ! আল্লাহ্ সবাইকে শারীরিক সুস্থতার সহিত, আল্লাহর পথে খেদমত করার তৌফিক দান করুন।",0,0.0,banglasarc,"আলহামদুলিল্লাহ! আল্লাহ্ সবাইকে শারীরিক সুস্থতার সহিত, আল্লাহর পথে খেদমত করার তৌফিক দান করুন।","আলহামদুলিল্লাহ! আল্লাহ্ সবাইকে শারীরিক সুস্থতার সহিত, আল্লাহর পথে খেদমত করার তৌফিক দান করুন।"
আমি দোয়া করি সে যেন নিজের আশা পুরন করতে পারে,0,0.0,banglasarc,আমি দোয়া করি সে যেন নিজের আশা পুরন করতে পারে,আমি দোয়া করি সে যেন নিজের আশা পুরন করতে পারে
প্রয়োজন ছাড়া হাইওয়েতে বাইক চালাবেন না।,0,0.0,banglasarc,প্রয়োজন ছাড়া হাইওয়েতে বাইক চালাবেন না।,প্রয়োজন ছাড়া হাইওয়েতে বাইক চালাবেন না।
"আমার কাছে এ না ... হোল, কারণ তখন আমাকে আপনার কাছে একটি হোল হতে হবে।এবং আমি আপনার চেয়ে একটি হোলে আরও ভাল।",1,1.0,banglasarc,"আমার কাছে এ না ... হোল, কারণ তখন আমাকে আপনার কাছে একটি হোল হতে হবে।এবং আমি আপনার চেয়ে একটি হোলে আরও ভাল।","আমার কাছে এ না ... হোল, কারণ তখন আমাকে আপনার কাছে একটি হোল হতে হবে।এবং আমি আপনার চেয়ে একটি হোলে আরও ভাল।"
আমাদের সুনামগঞ্জের অবস্থাও খুবই খারাপ আর দ্রুত গতিতে বারছে বন্যার পানি সাথে বারিবর্ষণ,0,0.0,banglasarc,আমাদের সুনামগঞ্জের অবস্থাও খুবই খারাপ আর দ্রুত গতিতে বারছে বন্যার পানি সাথে বারিবর্ষণ,আমাদের সুনামগঞ্জের অবস্থাও খুবই খারাপ আর দ্রুত গতিতে বারছে বন্যার পানি সাথে বারিবর্ষণ
হুম তিস্তা ব্রিজ নিয়ে আন্দোলন হউক,0,0.0,banglasarc,হুম তিস্তা ব্রিজ নিয়ে আন্দোলন হউক,হুম তিস্তা ব্রিজ নিয়ে আন্দোলন হউক
"মন একজন মানুষকে আমি জানি, যার কাছে সিভি ফরওয়ার্ড করে এখন পর্যন্ত হতাশ হয়নি সিজিপিএ এর কারনে,",0,0.0,banglasarc,"মন একজন মানুষকে আমি জানি, যার কাছে সিভি ফরওয়ার্ড করে এখন পর্যন্ত হতাশ হয়নি সিজিপিএ এর কারনে,","মন একজন মানুষকে আমি জানি, যার কাছে সিভি ফরওয়ার্ড করে এখন পর্যন্ত হতাশ হয়নি সিজিপিএ এর কারনে,"
"আপনার পরিবার যত বড়, আপনার সমস্যাগুলি তত বড়।",1,1.0,banglasarc,"আপনার পরিবার যত বড়, আপনার সমস্যাগুলি তত বড়।","আপনার পরিবার যত বড়, আপনার সমস্যাগুলি তত বড়।"
"আমার মনের কথা বলে দিলেন,কিন্তু বিবাহ করিব না",0,0.0,banglasarc,"আমার মনের কথা বলে দিলেন,কিন্তু বিবাহ করিব না","আমার মনের কথা বলে দিলেন,কিন্তু বিবাহ করিব না"
এবার সাংবাদিক ভাইদের সপ্তাহ দশদিন নিউজের জন্য চিন্তা করতে হবেনা।,0,0.0,banglasarc,এবার সাংবাদিক ভাইদের সপ্তাহ দশদিন নিউজের জন্য চিন্তা করতে হবেনা।,এবার সাংবাদিক ভাইদের সপ্তাহ দশদিন নিউজের জন্য চিন্তা করতে হবেনা।
আত্মবিশ্বাস 10% কাজ এবং 90% বিভ্রান্তি।,1,1.0,banglasarc,আত্মবিশ্বাস 10% কাজ এবং 90% বিভ্রান্তি।,আত্মবিশ্বাস 10% কাজ এবং 90% বিভ্রান্তি।
সন্তানকে গর্ভে ধারণ করেন মা। আর বাবারা?,0,0.0,banglasarc,সন্তানকে গর্ভে ধারণ করেন মা। আর বাবারা?,সন্তানকে গর্ভে ধারণ করেন মা। আর বাবারা?
আমরা অবশ্যই এই দুর্নীতিতে একত্রিত হতে পারি এবং এমন একটি আমেরিকা ভাগ করে নিতে পারি যা মানুষকে একত্রিত করে এবং এই হাতা ডেমসের মতো তাদের ভাগ করে না।,1,1.0,banglasarc,আমরা অবশ্যই এই দুর্নীতিতে একত্রিত হতে পারি এবং এমন একটি আমেরিকা ভাগ করে নিতে পারি যা মানুষকে একত্রিত করে এবং এই হাতা ডেমসের মতো তাদের ভাগ করে না।,আমরা অবশ্যই এই দুর্নীতিতে একত্রিত হতে পারি এবং এমন একটি আমেরিকা ভাগ করে নিতে পারি যা মানুষকে একত্রিত করে এবং এই হাতা ডেমসের মতো তাদের ভাগ করে না।
বরিশাল থেকে,0,0.0,banglasarc,বরিশাল থেকে,বরিশাল থেকে
"""আপনি কেনাকাটা করার সময় ঘামছেন যখন আপনি অনুশীলন হিসাবে গণনা করেন।""",1,1.0,banglasarc,"""আপনি কেনাকাটা করার সময় ঘামছেন যখন আপনি অনুশীলন হিসাবে গণনা করেন।""","""আপনি কেনাকাটা করার সময় ঘামছেন যখন আপনি অনুশীলন হিসাবে গণনা করেন।"""
মিকআপ ছারা চেহারাগুলো দেখেন যারা বিয়ে করতে চান,0,0.0,banglasarc,মিকআপ ছারা চেহারাগুলো দেখেন যারা বিয়ে করতে চান,মিকআপ ছারা চেহারাগুলো দেখেন যারা বিয়ে করতে চান
ঢাকা শহরে নিরাপত্তা বাতির কত অভাব সেটা রাত ৮টার পরে দোকান বন্ধ হলেই টের পাওয়া যাবে...,0,0.0,banglasarc,ঢাকা শহরে নিরাপত্তা বাতির কত অভাব সেটা রাত ৮টার পরে দোকান বন্ধ হলেই টের পাওয়া যাবে...,ঢাকা শহরে নিরাপত্তা বাতির কত অভাব সেটা রাত ৮টার পরে দোকান বন্ধ হলেই টের পাওয়া যাবে...
শালার ভারত ভারত আর কোনো দেশ নাই পৃথিবীতে।,0,0.0,banglasarc,শালার ভারত ভারত আর কোনো দেশ নাই পৃথিবীতে।,শালার ভারত ভারত আর কোনো দেশ নাই পৃথিবীতে।
আমি সত্যই ভেবেছিলাম তারা ভুল করে একটি শূন্য ছেড়ে দিয়েছে,1,1.0,banglasarc,আমি সত্যই ভেবেছিলাম তারা ভুল করে একটি শূন্য ছেড়ে দিয়েছে,আমি সত্যই ভেবেছিলাম তারা ভুল করে একটি শূন্য ছেড়ে দিয়েছে
রমজানকে রমাদান বলাটাও কিন্তু ফাইজলামি করাই হয়!! ঠিকমতো শুদ্ধ বাংলা বলেন! বাংলা বলা লজ্জার কিছু না,0,0.0,banglasarc,রমজানকে রমাদান বলাটাও কিন্তু ফাইজলামি করাই হয়!! ঠিকমতো শুদ্ধ বাংলা বলেন! বাংলা বলা লজ্জার কিছু না,রমজানকে রমাদান বলাটাও কিন্তু ফাইজলামি করাই হয়!! ঠিকমতো শুদ্ধ বাংলা বলেন! বাংলা বলা লজ্জার কিছু না
আপনি যখন আমার সাথে কথা বলছেন তখন মুখ বন্ধ করুন,1,1.0,banglasarc,আপনি যখন আমার সাথে কথা বলছেন তখন মুখ বন্ধ করুন,আপনি যখন আমার সাথে কথা বলছেন তখন মুখ বন্ধ করুন
আপনি যদি আমাকে আপত্তিকর মনে করেন।তারপরে আমি আপনাকে আমাকে সন্ধান করা ছেড়ে দেওয়ার পরামর্শ দিচ্ছি।,1,1.0,banglasarc,আপনি যদি আমাকে আপত্তিকর মনে করেন।তারপরে আমি আপনাকে আমাকে সন্ধান করা ছেড়ে দেওয়ার পরামর্শ দিচ্ছি।,আপনি যদি আমাকে আপত্তিকর মনে করেন।তারপরে আমি আপনাকে আমাকে সন্ধান করা ছেড়ে দেওয়ার পরামর্শ দিচ্ছি।
সবার জন্য সেম বেতন থাকবে,0,0.0,banglasarc,সবার জন্য সেম বেতন থাকবে,সবার জন্য সেম বেতন থাকবে
জনগনকে থামানোর নতুন পাঁইতারা 😂,0,0.0,banglasarc,জনগনকে থামানোর নতুন পাঁইতারা 😂,জনগনকে থামানোর নতুন পাঁইতারা 😂
জীবন সেখানেই সুন্দর যেখানে ভালোবাসা গুলো পূর্ণতা পায় নিজের মতো।,0,0.0,banglasarc,জীবন সেখানেই সুন্দর যেখানে ভালোবাসা গুলো পূর্ণতা পায় নিজের মতো।,জীবন সেখানেই সুন্দর যেখানে ভালোবাসা গুলো পূর্ণতা পায় নিজের মতো।
সাহস সবার থাকেনা। নিজের মতামত সবাই তুলে ধরতে পারেনা।,0,0.0,banglasarc,সাহস সবার থাকেনা। নিজের মতামত সবাই তুলে ধরতে পারেনা।,সাহস সবার থাকেনা। নিজের মতামত সবাই তুলে ধরতে পারেনা।
যদি আপনার অবশ্যই কোনও শব্দ করতে হয় তবে চুপচাপ তৈরি করুন,1,1.0,banglasarc,যদি আপনার অবশ্যই কোনও শব্দ করতে হয় তবে চুপচাপ তৈরি করুন,যদি আপনার অবশ্যই কোনও শব্দ করতে হয় তবে চুপচাপ তৈরি করুন
"""দেরি করার জন্য দুঃখিত.আমি এখানে না থাকার শেষ কয়েক মিনিট উপভোগ করে ধরা পড়েছি। """,1,1.0,banglasarc,"""দেরি করার জন্য দুঃখিত.আমি এখানে না থাকার শেষ কয়েক মিনিট উপভোগ করে ধরা পড়েছি। ""","""দেরি করার জন্য দুঃখিত.আমি এখানে না থাকার শেষ কয়েক মিনিট উপভোগ করে ধরা পড়েছি। """
"যারা বাজে কমেন্ট করছেন তাদেরকে বলি,,, আপনারা কেনো নিজের মুখ নষ্ঠ করছেন???? কোন কুলাঙ্গার যদি পরকাল না মানে তাতে তো কারো কোন ক্ষতি হবে না,,,,মৃত্যুর পরে বাম্বু গেলে নিজেই টের পাবে,,,কি যে মজা স্টাইল এমনিতেই ঢুকে যাবে,,,,ধন্যবাদ",0,0.0,banglasarc,"যারা বাজে কমেন্ট করছেন তাদেরকে বলি,,, আপনারা কেনো নিজের মুখ নষ্ঠ করছেন???? কোন কুলাঙ্গার যদি পরকাল না মানে তাতে তো কারো কোন ক্ষতি হবে না,,,,মৃত্যুর পরে বাম্বু গেলে নিজেই টের পাবে,,,কি যে মজা স্টাইল এমনিতেই ঢুকে যাবে,,,,ধন্যবাদ","যারা বাজে কমেন্ট করছেন তাদেরকে বলি,,, আপনারা কেনো নিজের মুখ নষ্ঠ করছেন???? কোন কুলাঙ্গার যদি পরকাল না মানে তাতে তো কারো কোন ক্ষতি হবে না,,,,মৃত্যুর পরে বাম্বু গেলে নিজেই টের পাবে,,,কি যে মজা স্টাইল এমনিতেই ঢুকে যাবে,,,,ধন্যবাদ"
"""যখন জীবন আপনাকে লেবু দেয়, তখন তাদের মানুষের চোখে চেপে ধরুন।""",1,1.0,banglasarc,"""যখন জীবন আপনাকে লেবু দেয়, তখন তাদের মানুষের চোখে চেপে ধরুন।""","""যখন জীবন আপনাকে লেবু দেয়, তখন তাদের মানুষের চোখে চেপে ধরুন।"""
কিছুদিনের মধ্যেই যাব ভাই😊,0,0.0,banglasarc,কিছুদিনের মধ্যেই যাব ভাই😊,কিছুদিনের মধ্যেই যাব ভাই😊
"পৃথিবীর এমন কিছু জায়গা আছে ।। সেগুলো যদি চোখে ধরে ।। তাহলে আমরা আল্লাহর কাছে অশেষ কৃতজ্ঞতা জানাই ।
আর আল্লাহ মালিক ।।
আর ভাই আপনার যাত্রা শুভ হোক ।।",0,0.0,banglasarc,পৃথিবীর এমন কিছু জায়গা আছে ।। সেগুলো যদি চোখে ধরে ।। তাহলে আমরা আল্লাহর কাছে অশেষ কৃতজ্ঞতা জানাই । আর আল্লাহ মালিক ।। আর ভাই আপনার যাত্রা শুভ হোক ।।,পৃথিবীর এমন কিছু জায়গা আছে ।। সেগুলো যদি চোখে ধরে ।। তাহলে আমরা আল্লাহর কাছে অশেষ কৃতজ্ঞতা জানাই । আর আল্লাহ মালিক ।। আর ভাই আপনার যাত্রা শুভ হোক ।।
আপনি আমাকে নীরব চিকিত্সা দিচ্ছেন?অবশেষে।,1,1.0,banglasarc,আপনি আমাকে নীরব চিকিত্সা দিচ্ছেন?অবশেষে।,আপনি আমাকে নীরব চিকিত্সা দিচ্ছেন?অবশেষে।
কিভাবে অভিনয়ের মধ্যে মানুষের জীবনের বাস্তব চিত্র ফুটিয়ে তুলতে পারে।,0,0.0,banglasarc,কিভাবে অভিনয়ের মধ্যে মানুষের জীবনের বাস্তব চিত্র ফুটিয়ে তুলতে পারে।,কিভাবে অভিনয়ের মধ্যে মানুষের জীবনের বাস্তব চিত্র ফুটিয়ে তুলতে পারে।
"সমস্ত মেয়েরা চিনি এবং মশলা দিয়ে তৈরি হয় না এবং সবকিছু সুন্দর।কিছু মেয়ে কটাক্ষ, বাতাস এবং সবকিছু দিয়ে তৈরি হয়",1,1.0,banglasarc,"সমস্ত মেয়েরা চিনি এবং মশলা দিয়ে তৈরি হয় না এবং সবকিছু সুন্দর।কিছু মেয়ে কটাক্ষ, বাতাস এবং সবকিছু দিয়ে তৈরি হয়","সমস্ত মেয়েরা চিনি এবং মশলা দিয়ে তৈরি হয় না এবং সবকিছু সুন্দর।কিছু মেয়ে কটাক্ষ, বাতাস এবং সবকিছু দিয়ে তৈরি হয়"
এমন পোস্ট দেখে আমার শুধুই হাঁসি পায়। পরকালে বিশ্বাস করেনা উনি কিন্তু আল্লাহর কাছে বিচার দেয়। কথায় আছে লজ্জাহীনরা উলঙ্গ হলেও তারা কখনো লজ্জা পয় না। লজ্জা থাকলে আল্লাহর কাছে তওবা করে দীন অনুযায়ী চলো ফেসবুকে পোস্ট করে অভিনয় করতে হবেনা। পাবলিক বুঝবে আসলেই তুমি ঠিক হইছো। নয়তো পাবলিক তোমারে বড় বড় বাঁশ দিবে।,0,0.0,banglasarc,এমন পোস্ট দেখে আমার শুধুই হাঁসি পায়। পরকালে বিশ্বাস করেনা উনি কিন্তু আল্লাহর কাছে বিচার দেয়। কথায় আছে লজ্জাহীনরা উলঙ্গ হলেও তারা কখনো লজ্জা পয় না। লজ্জা থাকলে আল্লাহর কাছে তওবা করে দীন অনুযায়ী চলো ফেসবুকে পোস্ট করে অভিনয় করতে হবেনা। পাবলিক বুঝবে আসলেই তুমি ঠিক হইছো। নয়তো পাবলিক তোমারে বড় বড় বাঁশ দিবে।,এমন পোস্ট দেখে আমার শুধুই হাঁসি পায়। পরকালে বিশ্বাস করেনা উনি কিন্তু আল্লাহর কাছে বিচার দেয়। কথায় আছে লজ্জাহীনরা উলঙ্গ হলেও তারা কখনো লজ্জা পয় না। লজ্জা থাকলে আল্লাহর কাছে তওবা করে দীন অনুযায়ী চলো ফেসবুকে পোস্ট করে অভিনয় করতে হবেনা। পাবলিক বুঝবে আসলেই তুমি ঠিক হইছো। নয়তো পাবলিক তোমারে বড় বড় বাঁশ দিবে।
পরীক্ষা কাছাইলে করোনা বাড়ে😑😑,0,0.0,banglasarc,পরীক্ষা কাছাইলে করোনা বাড়ে😑😑,পরীক্ষা কাছাইলে করোনা বাড়ে😑😑
"আমি শুনছি না, তবে কথা বলতে থাকি।আপনার ভয়েস যেভাবে আমার কানকে রক্তপাত করে তোলে তা আমি উপভোগ করি।",1,1.0,banglasarc,"আমি শুনছি না, তবে কথা বলতে থাকি।আপনার ভয়েস যেভাবে আমার কানকে রক্তপাত করে তোলে তা আমি উপভোগ করি।","আমি শুনছি না, তবে কথা বলতে থাকি।আপনার ভয়েস যেভাবে আমার কানকে রক্তপাত করে তোলে তা আমি উপভোগ করি।"
"এমন পাহাড়ের উপর দিয়ে প্রতিদিন হাটি,
তবে কোন ফিল পাই না😥",0,0.0,banglasarc,"এমন পাহাড়ের উপর দিয়ে প্রতিদিন হাটি, তবে কোন ফিল পাই না😥","এমন পাহাড়ের উপর দিয়ে প্রতিদিন হাটি, তবে কোন ফিল পাই না😥"
জীবন অতিষ্ঠ হয়ে যখন...,0,0.0,banglasarc,জীবন অতিষ্ঠ হয়ে যখন...,জীবন অতিষ্ঠ হয়ে যখন...
শক্তিশালী লোকেরা অন্যকে নামিয়ে দেয় না।তারা তাদের উপরে তুলে মাটিতে স্ল্যাম করে।,1,1.0,banglasarc,শক্তিশালী লোকেরা অন্যকে নামিয়ে দেয় না।তারা তাদের উপরে তুলে মাটিতে স্ল্যাম করে।,শক্তিশালী লোকেরা অন্যকে নামিয়ে দেয় না।তারা তাদের উপরে তুলে মাটিতে স্ল্যাম করে।
"অতি বৃষ্টির জন্য,, পাহাড়ি ঢলে রুপ নিয়েছে,,,যা অতি মাত্রায় ভয়ংকর ও বিপদজনক।",0,0.0,banglasarc,"অতি বৃষ্টির জন্য,, পাহাড়ি ঢলে রুপ নিয়েছে,,,যা অতি মাত্রায় ভয়ংকর ও বিপদজনক।","অতি বৃষ্টির জন্য,, পাহাড়ি ঢলে রুপ নিয়েছে,,,যা অতি মাত্রায় ভয়ংকর ও বিপদজনক।"
এটা কি আনন্দ নাকি প্রাকৃতিক বিপর্যয়? এরচেয়ে পরিষ্কার পানি এখন হাতিরঝিলে।,0,0.0,banglasarc,এটা কি আনন্দ নাকি প্রাকৃতিক বিপর্যয়? এরচেয়ে পরিষ্কার পানি এখন হাতিরঝিলে।,এটা কি আনন্দ নাকি প্রাকৃতিক বিপর্যয়? এরচেয়ে পরিষ্কার পানি এখন হাতিরঝিলে।
এদেশে এত উন্নয়ন হয়েছে যে আল্লাহ মাফ করুন দেশ এবার অর্ধেক পানির নিচে না যায় কারন বর্ষা শুরু হওয়ার আগেই বন্যা হয়েছে।,0,0.0,banglasarc,এদেশে এত উন্নয়ন হয়েছে যে আল্লাহ মাফ করুন দেশ এবার অর্ধেক পানির নিচে না যায় কারন বর্ষা শুরু হওয়ার আগেই বন্যা হয়েছে।,এদেশে এত উন্নয়ন হয়েছে যে আল্লাহ মাফ করুন দেশ এবার অর্ধেক পানির নিচে না যায় কারন বর্ষা শুরু হওয়ার আগেই বন্যা হয়েছে।
আপনার কথা বলার ধরণ এবং বাচনভঙ্গি অসাধারণ।,0,0.0,banglasarc,আপনার কথা বলার ধরণ এবং বাচনভঙ্গি অসাধারণ।,আপনার কথা বলার ধরণ এবং বাচনভঙ্গি অসাধারণ।
"শহরের ভিতরে এমন অবস্থা,,,তাহলে চিন্তা করেন গ্রামের দিকে কী অবস্থা।",0,0.0,banglasarc,"শহরের ভিতরে এমন অবস্থা,,,তাহলে চিন্তা করেন গ্রামের দিকে কী অবস্থা।","শহরের ভিতরে এমন অবস্থা,,,তাহলে চিন্তা করেন গ্রামের দিকে কী অবস্থা।"
"নীরবতা সোনালি।
নালী টেপ রৌপ্য।",1,1.0,banglasarc,নীরবতা সোনালি। নালী টেপ রৌপ্য।,নীরবতা সোনালি। নালী টেপ রৌপ্য।
এটাই জীবনের মানে।,0,0.0,banglasarc,এটাই জীবনের মানে।,এটাই জীবনের মানে।
আপনি যদি পারিবারিক কঙ্কাল থেকে মুক্তি না পান তবে আপনি এটি নাচও করতে পারেন।,1,1.0,banglasarc,আপনি যদি পারিবারিক কঙ্কাল থেকে মুক্তি না পান তবে আপনি এটি নাচও করতে পারেন।,আপনি যদি পারিবারিক কঙ্কাল থেকে মুক্তি না পান তবে আপনি এটি নাচও করতে পারেন।
"সারাদিন শতাধিকবার দেখলাম, এত্তো ভালো লাগছে",0,0.0,banglasarc,"সারাদিন শতাধিকবার দেখলাম, এত্তো ভালো লাগছে","সারাদিন শতাধিকবার দেখলাম, এত্তো ভালো লাগছে"
মাফ ছাড়া যে তোর কিছুই নাই শয়তান ? আমি জানিনা তোর পিতামাতা আসলে কে ? তোরে যদি তোর ১৪ গুষ্টি নামাজ পড়ে তোর তো এমন কথা মুখ দিয়ে বের হবার কথা নয় ?,0,0.0,banglasarc,মাফ ছাড়া যে তোর কিছুই নাই শয়তান ? আমি জানিনা তোর পিতামাতা আসলে কে ? তোরে যদি তোর ১৪ গুষ্টি নামাজ পড়ে তোর তো এমন কথা মুখ দিয়ে বের হবার কথা নয় ?,মাফ ছাড়া যে তোর কিছুই নাই শয়তান ? আমি জানিনা তোর পিতামাতা আসলে কে ? তোরে যদি তোর ১৪ গুষ্টি নামাজ পড়ে তোর তো এমন কথা মুখ দিয়ে বের হবার কথা নয় ?
আজ আপনাকে পছন্দ করার ভান করার শক্তি আমার নেই।,1,1.0,banglasarc,আজ আপনাকে পছন্দ করার ভান করার শক্তি আমার নেই।,আজ আপনাকে পছন্দ করার ভান করার শক্তি আমার নেই।
দোকান দাররে ধইরা ইচ্ছা মত বানানো উচিত,0,0.0,banglasarc,দোকান দাররে ধইরা ইচ্ছা মত বানানো উচিত,দোকান দাররে ধইরা ইচ্ছা মত বানানো উচিত
"আপনাদের মতো মেয়েদের কারণে বাকীরা খারাপ হয়,আর নাস্তিক ট্যাগ লাগে,, লজ্জা হওয়া উচিত, বেয়াদব মেয়ে,,একজন মুসলমানের কন্যা হয়ে ভরা মজলিশে বলে উঠলেন আপনি পরোকালে বিশ্বাসী না, কেনোনা আপনি তা চোখে দেখেন না, আর যা দেখেন না তা বিশ্বাস করেন না,,লানৎ।",0,0.0,banglasarc,"আপনাদের মতো মেয়েদের কারণে বাকীরা খারাপ হয়,আর নাস্তিক ট্যাগ লাগে,, লজ্জা হওয়া উচিত, বেয়াদব মেয়ে,,একজন মুসলমানের কন্যা হয়ে ভরা মজলিশে বলে উঠলেন আপনি পরোকালে বিশ্বাসী না, কেনোনা আপনি তা চোখে দেখেন না, আর যা দেখেন না তা বিশ্বাস করেন না,,লানৎ।","আপনাদের মতো মেয়েদের কারণে বাকীরা খারাপ হয়,আর নাস্তিক ট্যাগ লাগে,, লজ্জা হওয়া উচিত, বেয়াদব মেয়ে,,একজন মুসলমানের কন্যা হয়ে ভরা মজলিশে বলে উঠলেন আপনি পরোকালে বিশ্বাসী না, কেনোনা আপনি তা চোখে দেখেন না, আর যা দেখেন না তা বিশ্বাস করেন না,,লানৎ।"
জায়গাটার প্রেমে পড়ে গেলাম🥰,0,0.0,banglasarc,জায়গাটার প্রেমে পড়ে গেলাম🥰,জায়গাটার প্রেমে পড়ে গেলাম🥰
